"","country","gdppc99","lngdp99","ISO_qual","ISO_envt","wtr_pltn","lnpoison","lnintest","UnofEcon","lab_inf","roa","markcom","cor_aart","cor_icrg","xconst45_98","P_execon","gov_eff","EffectLg","Competit","autoc45_98","pright_av","legor_fr","legor_so","legor_ge","legor_sc","legor_en","civil_fh","prop97","prop_hf9","response","sanita_who","expense_heal","cost_priv","steps","procedures","time_99","cost_99","cost_pct"
"42","Lithuania",2620,7.87093019485474,0.0107944998890162,0.000269899988779798,0.153600007295609,5.61285400390625,4.14159679412842,27.7700004577637,NA,NA,NA,0.679551184177399,NA,3.33332991600037,3.51428604125977,0.126847594976425,NA,NA,6.12963008880615,0.356037110090256,0,1,0,0,0,0.833333313465118,0.5,3,5.3116660118103,NA,NA,13,9,10,46,143.080001831055,0.0500000007450581
"43","Madagascar",250,5.52146100997925,0,0,NA,NA,NA,61.4000015258789,57.5,NA,NA,0.842863976955414,0.400000005960464,3.68421006202698,3.39393901824951,-0.294575899839401,0.857142984867096,1.71429002285004,3.78946995735168,0.430340588092804,1,0,0,0,0,0.5,0.5,3,4.29053401947021,3,0.899999976158142,26.1800003051758,17,17,152,106.569999694824,0.430000007152557
"44","Malawi",190,5.24702405929565,0.0147399995476007,NA,0.259999990463257,NA,NA,NA,51.7000007629395,NA,NA,0.753726124763489,0.600000023841858,1.57142996788025,1.20000004768372,-0.624839901924133,1.08000004291534,1,7.68570995330811,0.219814196228981,0,0,0,0,1,0.666666686534882,0.5,3,4.42313385009766,69.5,9.44999980926514,0,12,12,51,35.8300018310547,0.189999997615814
"45","Malaysia",3400,8.13153076171875,0.0787834003567696,0.00396919995546341,0.125,3.9906919002533,1.98618805408478,39,NA,0.0661036968231201,4.59999990463257,0.485151410102844,0.400000005960464,5.38094997406006,6.77142906188965,0.714095771312714,2,1.73076999187469,0.761905014514923,0.554179489612579,0,0,0,0,1,0.333333313465118,0.75,4,6.32000017166138,92.3999862670898,1.64999997615814,77.0800018310547,7,7,42,899.299987792969,0.259999990463257
"46","Mali",240,5.48063898086548,0.00457999994978309,0,NA,NA,NA,NA,36,NA,NA,0.84498131275177,0.600000023841858,2.15789008140564,2,-0.0522807985544205,0.51724100112915,0.758620977401733,5.71052980422974,0.21362230181694,1,0,0,0,0,0.666666686534882,0.5,3,3.7401111125946,NA,0.5,NA,14,16,59,NA,NA
"47","Mexico",4400,8.38935947418213,0.0103658000007272,0.00041340000461787,0.191200003027916,2.62844300270081,5.78669595718384,37.7000007629395,NA,0.23440970480442,4.40000009536743,0.780518174171448,0.800000011920929,3.24074006080627,3,0.178865596652031,2,2,4.59258985519409,0.535603702068329,1,0,0,0,0,0.5,0.5,3,5.66083383560181,63.0999984741211,2.90000009536743,1855.68005371094,15,15,67,2492.03002929688,0.569999992847443
"48","Mongolia",350,5.85793304443359,0.0258789993822575,NA,0.180000007152557,NA,NA,16.8999996185303,11.5,NA,NA,0.73772919178009,0.400000005960464,3.33332991600037,3.40000009536743,0.0176893994212151,1,1,6.16666984558105,0.250773906707764,0,1,0,0,0,0.666666686534882,0.5,3,5.78999996185303,NA,12.1999998092651,0,5,5,22,11.5900001525879,0.0299999993294477
"49","Morocco",1200,7.09007692337036,0.00632000016048551,0.000653999974019825,0.200000002980232,NA,NA,39,NA,NA,NA,0.650012493133545,0.600000023841858,1.93023002147675,1.77142894268036,0.267083406448364,0.545454978942871,0.545454978942871,7.5348801612854,0.399380803108215,1,0,0,0,0,0.5,0.75,3,4.58371877670288,63.2000007629395,3.20000004768372,81.5999984741211,13,13,57,255.089996337891,0.209999993443489
"50","Mozambique",230,5.43807888031006,0,0,0.270999997854233,NA,6.21246194839478,68.8000030517578,72.5,NA,NA,0.864142775535583,0.400000005960464,2.75,2.57894706726074,-0.330730795860291,0.857142984867096,0.857142984867096,5.875,0.202476799488068,1,0,0,0,0,0.5,0.25,4,3.7282509803772,21,1.64999997615814,162.759994506836,19,19,149,256.350006103516,1.11000001430511
"51","Netherlands",24320,10.0990495681763,0.677260220050812,0.021849200129509,0.181600004434586,1.54516196250916,-0.21954970061779,13.0900001525879,NA,0.306333214044571,5.69999980926514,0.0332849994301796,0,7,7,2.03024101257324,3,2,0,1,1,0,0,0,0,1,1,5,6.92190885543823,99.9000015258789,8.39999961853027,4266.22998046875,6,8,31,4478.39990234375,0.180000007152557
"52","New Zealand",13780,9.53097343444824,0.686253726482391,0.00877430010586977,0.222599998116493,1.7538880109787,1.18628704547882,9.63000011444092,NA,0.108436398208141,5.09999990463257,0.0175410006195307,0.200000002980232,7,7,1.57128703594208,3,2,0,1,0,0,0,0,1,1,1,5,6.6539831161499,NA,6.90000009536743,0,3,3,3,72.7099990844727,0.00999999977648258
"53","Nigeria",310,5.73657178878784,0.000169499995536171,0,0.1824000030756,NA,NA,56,48.9000015258789,NA,NA,1,0.800000011920929,2.78378009796143,2.94117593765259,-1.32076704502106,0.758620977401733,0.724138021469116,4.81081008911133,0.2569659948349,0,0,0,0,1,0.666666686534882,0.5,3,4.60064077377319,62.1500015258789,1.16799998283386,0,9,9,36,796.710021972656,2.5699999332428
"54","Norway",32880,10.4006204605103,0.34127289056778,0.0138507001101971,0.204600006341934,3.04681611061096,2.3042459487915,12.1499996185303,NA,0.196007207036018,4.59999990463257,0.143531203269958,0.200000002980232,7,7,1.66621804237366,3,2,0,1,0,0,0,1,0,1,1,5,6.98095512390137,NA,8.39999961853027,683.460021972656,4,4,18,1551.4599609375,0.0500000007450581
"55","Pakistan",470,6.15273284912109,0.00113280001096427,1.56000005517853e-05,0.176300004124641,NA,5.1829628944397,39,60,0.180264204740524,NA,0.94000768661499,0.620000004768372,4.08333015441895,2.65714311599731,-0.744444489479065,0.972221970558167,1.02778005599976,2.41667008399963,0.374612987041473,0,0,0,0,1,0.333333313465118,0.75,2,4.94614315032959,24.5,4.5,0,8,8,50,164.309997558594,0.349999994039536
"56","Panama",3070,8.02943325042725,0.00625229999423027,0,0.292699992656708,NA,4.60604810714722,51.0499992370605,NA,NA,NA,0.839283585548401,0.800000011920929,3.61110997200012,3.1714289188385,-0.276571989059448,1.67441999912262,1.53488004207611,3.24074006080627,0.374612987041473,1,0,0,0,0,0.833333313465118,0.5,3,5.5171480178833,NA,10,225,7,7,15,943.75,0.310000002384186
"57","Peru",2390,7.77904796600342,0.00188750005327165,0.000164099998073652,0.206599995493889,3.21793389320374,5.68105697631836,50.7000007629395,54.5999984741211,0.193109601736069,4.90000009536743,0.755344688892365,0.600000023841858,3.76922988891602,3.90909099578857,0.173464596271515,1.51163005828857,1.20930004119873,2.21153998374939,0.467492192983627,1,0,0,0,0,0.5,0.5,4,4.23999977111816,45,2.40000009536743,314.700012207031,6,8,83,474.700012207031,0.200000002980232
"58","Philippines",1020,6.92755794525146,0.00908510014414787,0.000367200002074242,0.186499997973442,3.2831859588623,4.83309412002563,50,30.6000003814697,0.12474849820137,4.69999980926514,0.764611721038818,0.600000023841858,4.0377402305603,3.79411792755127,0.126460492610931,1.88372004032135,1.51163005828857,2.81132006645203,0.541795670986176,1,0,0,0,0,0.666666686534882,0.75,4,5.75,77.4499969482422,1.60000002384186,61.2900009155273,9,14,46,193.5,0.189999997615814
"59","Poland",3960,8.2839994430542,0.0198705997318029,0.00038809998659417,0.159600004553795,4.254234790802,1.03644394874573,22.7999992370605,NA,0.303423285484314,4.90000009536743,0.531056225299835,0.200000002980232,3.53846001625061,3.40000009536743,0.674021899700165,1,1.09301996231079,5.63462018966675,0.442724406719208,0,1,0,0,0,0.833333313465118,0.75,4,5.73000001907349,NA,5.09999990463257,484.899993896484,9,11,58,1008.09002685547,0.25
"60","Portugal",10600,9.26860904693604,0.0949221029877663,0.00150829995982349,0.144899994134903,2.04541993141174,2.27186489105225,18.4850006103516,NA,0.0612899996340275,5.09999990463257,0.295550912618637,0.200000002980232,3.53846001625061,4.27272701263428,1.1512039899826,1.44185996055603,1.32558000087738,5.01922988891602,0.863777101039886,1,0,0,0,0,1,0.75,4,6.00354290008545,NA,4.59999990463257,703.109985351562,10,12,76,1954.57995605469,0.180000007152557
"61","Romania",1520,7.32646608352661,0.011926899664104,4.42999989900272e-05,0.13740000128746,4.11811399459839,2.5402979850769,22.25,42.7000007629395,NA,NA,0.838882327079773,0.600000023841858,3.1800000667572,2.94117593765259,-0.569548726081848,1,1.32558000087738,5.98000001907349,0.176470592617989,0,1,0,0,0,0.833333313465118,0.25,2,5.35410594940186,49,2.59999990463257,54,13,16,97,232.740005493164,0.150000005960464
"62","Russian Federation",2270,7.72753477096558,0.000898000027518719,0,0.159999996423721,5.41327619552612,4.36411809921265,31.7600002288818,42.2000007629395,0.118164598941803,3.90000009536743,0.890579521656036,0.800000011920929,2.79629993438721,3.52941203117371,-0.594515323638916,1,1,6.29629993438721,0.244581997394562,0,1,0,0,0,0.333333313465118,0.5,3,5.37079620361328,NA,2.29999995231628,301.510009765625,20,20,57,449.299987792969,0.200000002980232
"63","Senegal",510,6.23441076278687,0.000113800000690389,0,0.315100014209747,NA,NA,60,62.4000015258789,NA,NA,0.767013013362885,0.600000023841858,3,3,0.0473930984735489,1,1,4.60525989532471,0.442724406719208,1,0,0,0,0,0.5,0.75,3,4.96000003814697,34,1.75,464.75,16,16,69,628.859985351562,1.23000001907349
"64","Singapore",29610,10.2958698272705,0.966650485992432,0.0251329001039267,0.100000001490116,0.867500424385071,2.01228594779968,13,NA,0.0561292991042137,4.90000009536743,0.0588794015347958,0.400000005960464,3.42105007171631,3,2.08219790458679,1.125,2,3.68421006202698,0.386996895074844,0,0,0,0,1,0.333333313465118,1,5,6.70253705978394,98.4000015258789,3,1850.18994140625,6,7,22,3525.18994140625,0.119999997317791
"65","Slovak Republic",3590,8.1859073638916,0.106811799108982,0.00278640002943575,0.150000005960464,3.52153491973877,3.76401805877686,19.1800003051758,NA,0.078040599822998,4.19999980926514,0.680862188339233,0.600000023841858,3.75,3.47058796882629,-0.0317541994154453,NA,NA,5.5,0.275541812181473,0,1,0,0,0,0.833333313465118,0.5,3,5.51000022888184,50.9000015258789,NA,390.630004882812,11,12,89,521.440002441406,0.150000005960464
"66","Slovenia",9890,9.19927978515625,0.252774506807327,0.0060423999093473,0.163399994373322,3.09605503082275,3.54597210884094,26.4300003051758,31,0.186299994587898,NA,0.358838886022568,NA,3.80768990516663,3.74285697937012,0.567266821861267,NA,NA,5.69230985641479,0.417956709861755,0,1,0,0,0,0.833333313465118,0.5,3,6.04155921936035,89.5,7.30000019073486,1192.92004394531,8,9,47,2080.21997070312,0.209999993443489
"67","South Africa",3160,8.05832767486572,0.0533449985086918,0.000738899980206043,0.167400002479553,NA,NA,9,NA,0.144440203905106,4.69999980926514,0.593675076961517,0.200000002980232,7,7,-0.00982380006462336,3,2,2.67307996749878,0.486068099737167,0,0,0,0,1,0.833333313465118,0.5,3,5.34999990463257,NA,NA,14.1800003051758,9,9,26,266.679992675781,0.0799999982118607
"68","Spain",14000,9.54681301116943,0.163059800863266,0.00417059985920787,0.164000004529953,2.65824604034424,1.72558104991913,20.9400005340576,21.8999996185303,0.155507594347,5.69999980926514,0.29673370718956,0.200000002980232,3.47059011459351,4.1875,1.60327005386353,1.58140003681183,1.27907001972198,4.11765003204346,0.845201313495636,1,0,0,0,0,0.833333313465118,0.75,4,6.17726278305054,97.0999984741211,5.09999990463257,494.390014648438,10,11,82,2421.73999023438,0.170000001788139
"69","Sri Lanka",820,6.709303855896,0.003180299885571,0,0.169799998402596,NA,NA,40,31.2999992370605,0.105793498456478,NA,0.73082822561264,0.400000005960464,6.17646980285645,6.02941179275513,-0.611678123474121,2,2,0.333332985639572,0.678018629550934,0,0,0,0,1,0.5,0.5,3,5.08451509475708,61,2.09999990463257,12.5299997329712,8,8,23,161.669998168945,0.200000002980232
"70","Sweden",25040,10.1282300949097,0.394262194633484,0.0310254003852606,0.162400007247925,2.64870810508728,-0.449701994657516,13.6499996185303,19.7999992370605,0.174123495817184,4.69999980926514,0.014169099740684,0,7,7,1.57280302047729,3,2,0,0.993807971477509,0,0,0,1,0,1,0.75,4,6.8957371711731,NA,8.80000019073486,0,4,6,13,640.450012207031,0.0299999993294477
"71","Switzerland",38350,10.5545101165771,0.906602680683136,0.0358745008707047,0.166199997067451,2.02521800994873,0.130901098251343,8.60000038146973,NA,0.232802897691727,5.19999980926514,0.0185828004032373,0.200000002980232,7,7,1.98625195026398,3,2,0,1,0,0,1,0,0,1,1,5,7.43703699111938,100,8.5,3835,6,7,16,6612.91015625,0.170000001788139
"72","Taiwan, China",13248,9.49160194396973,0.143488600850105,0.00918000005185604,NA,NA,NA,16.5,NA,0.119752496480942,5.19999980926514,0.487656712532043,0.600000023841858,2.79999995231628,2.65714311599731,1.29366397857666,1,1,6.1399998664856,0.417956709861755,0,0,1,0,0,0.833333313465118,NA,5,NA,NA,NA,779.77001953125,8,8,37,874.440002441406,0.0700000002980232
"73","Tanzania",240,5.48063898086548,0.000415099988458678,0,0.257099986076355,4.04164695739746,6.00749921798706,31,42.2000007629395,NA,NA,0.990311682224274,0.600000023841858,3,3,-0.485337287187576,1,2,6.5,0.170278698205948,0,0,0,0,1,0.5,0.5,3,4.46191883087158,86.1999969482422,NA,196.070007324219,11,13,29,804.47998046875,3.34999990463257
"74","Thailand",1960,7.5806999206543,0.0203954000025988,0.00207910011522472,0.160999998450279,3.14700889587402,4.20949077606201,37.5,NA,0.152304902672768,4.90000009536743,0.744078397750854,0.600000023841858,3.03922009468079,2.73333311080933,0.00976760033518076,1.11627995967865,0.860464990139008,3.33332991600037,0.547987580299377,0,0,0,0,1,0.666666686534882,1,4,6.23000001907349,78.3000030517578,6.30000019073486,0,8,9,35,125.300003051758,0.0599999986588955
"75","Tunisia",2100,7.64969301223755,0.00759629998356104,0.000108499996713363,0.161899998784065,NA,NA,45,57.0999984741211,NA,NA,0.684130787849426,0.600000023841858,1.625,1.54285705089569,0.632875800132751,2,1,7.47499990463257,0.18885450065136,1,0,0,0,0,0.333333313465118,0.5,3,5.14569520950317,73.8499984741211,3.84999990463257,0,4,9,41,361.660003662109,0.170000001788139
"76","Turkey",2900,7.97246599197388,0.0252097994089127,0.000784399977419525,0.172700002789497,NA,NA,23.2999992370605,NA,0.369937986135483,5.09999990463257,0.803790807723999,0.800000011920929,5.94339990615845,5.91176509857178,-0.412272095680237,1.81394994258881,1.62791001796722,0.830188989639282,0.634674906730652,1,0,0,0,0,0.333333313465118,0.75,4,5.15502214431763,94.6999969482422,2.90000009536743,114.669998168945,12,13,44,560.320007324219,0.189999997615814
"77","Uganda",320,5.76832103729248,0,NA,NA,NA,NA,NA,56.4000015258789,NA,NA,0.841767728328705,0.800000011920929,2.73529005050659,2.58620691299438,-0.250578999519348,0.481480985879898,0.962962985038757,4.7058801651001,0.21362230181694,0,0,0,0,1,0.333333313465118,0.75,2,3.74000000953674,66.8000030517578,NA,1.60000002384186,11,11,29,97.2699966430664,0.300000011920929
"78","Ukraine",750,6.62007284164429,0.00110460002906621,0,0.186000004410744,5.50496006011963,4.82541418075562,36.6399993896484,NA,NA,3.90000009536743,0.979862570762634,NA,2.94443988800049,3.51428604125977,-0.89290851354599,NA,NA,6.12963008880615,0.250773906707764,0,1,0,0,0,0.5,0.5,4,5.12874889373779,48.9000015258789,4.69999980926514,89.4100036621094,13,13,30,192.679992675781,0.259999990463257
"79","United Kingdom",22640,10.0274696350098,0.999220371246338,0.015607800334692,0.164499998092651,2.59895610809326,0.44356980919838,11.8999996185303,NA,0.326616495847702,5.40000009536743,0.137050703167915,0.319999992847443,7,7,1.96612095832825,3,2,0,1,0,0,0,0,1,0.833333313465118,1,5,6.5145788192749,97.5,6,158.759994506836,4,5,4,324.140014648438,0.00999999977648258
"80","United States",30600,10.3287601470947,0.0932350978255272,0.00108580000232905,0.148499995470047,2.27271103858948,-0.267360985279083,9.93000030517578,NA,0.341162592172623,5.90000009536743,0.234264492988586,0.400000005960464,7,7,1.36585104465485,3,2,0,1,0,0,0,0,1,1,1,5,8.09739017486572,85,NA,0,3,4,4,151.199996948242,0
"81","Uruguay",5900,8.68270778656006,0.0150028001517057,0.000918500008992851,0.240899994969368,2.96284198760986,NA,35.2000007629395,NA,NA,NA,0.551261425018311,0.600000023841858,4.71154022216797,4.70588302612305,0.61779248714447,2.06977009773254,1.44185996055603,2.11538004875183,0.622291028499603,1,0,0,0,0,0.833333313465118,0.75,4,5.86955595016479,82,NA,2550.10009765625,10,10,23,2920.10009765625,0.490000009536743
"82","Venezuela",3670,8.20794677734375,0.00715629989281297,4.38999995822087e-05,0.209199994802475,2.78993606567383,4.95162010192871,30.3999996185303,NA,0.13687489926815,3.29999995231628,0.925764918327332,0.600000023841858,5.09258985519409,5.7142858505249,-0.849207997322083,2.2325599193573,1.60465002059937,1.16666996479034,0.888544917106628,1,0,0,0,0,0.5,0.5,3,5.37461614608765,55,NA,6.26999998092651,14,14,104,389.019989013672,0.109999999403954
"83","Vietnam",370,5.91350317001343,0.000377999996999279,2.6100000468432e-05,NA,NA,NA,NA,NA,NA,4.90000009536743,0.798288404941559,0.660000026226044,3,2.68571400642395,-0.299863010644913,0.864865005016327,0.864865005016327,7,0,0,1,0,0,0,0,0,1,5.69999980926514,60.5,4.5,38.5999984741211,16,16,112,494.950012207031,1.3400000333786
"84","Zambia",320,5.76832103729248,0.00875400006771088,0.00241499999538064,0.219999998807907,NA,NA,NA,NA,NA,NA,0.889885723590851,0.600000023841858,2.25713992118835,1.90322601795197,-0.398935496807098,1.36000001430511,1.36000001430511,5.62857007980347,0.362229108810425,0,0,0,0,1,0.5,0.5,3,4.80377578735352,55,2.5,0,5,6,29,193.559997558594,0.600000023841858
"85","Zimbabwe",520,6.25382900238037,0.00523190014064312,0,0.193299993872643,NA,NA,NA,33.9000015258789,0.126139104366302,3.70000004768372,0.794014871120453,0.660000026226044,4.6428599357605,5.27586221694946,-1.12916600704193,2,1.77778005599976,3.92857003211975,0.312693506479263,0,0,0,0,1,0.333333313465118,0.5,2,4.94000005722046,57.5999984741211,6.5,0,5,5,47,67.0500030517578,0.129999995231628
